endpoint,endpoint_string,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio,phecode_category
phecode_557-2,Blood in stool,211,283,331,383,439,487,620,736,941,1528,0.004226339509263896,0.005668729843959698,0.006630476152320666,0.007672429335523548,0.0087945990343971,0.009757368115245137,0.012423106978980905,0.0147477257243618,0.01885544824269627,0.03061940163918001,7.24489870538418,GI
phecode_668,Dermatitis [eczema],1297,2376,3157,3773,4188,4612,5213,5864,7026,9401,0.030291706565149356,0.0554932735426009,0.07373756247956276,0.08812537954874573,0.09782304026908344,0.10773687161278266,0.12179052870125925,0.13699974300866763,0.1641512078874819,0.21965979718678444,7.251483065648843,Derm
phecode_136-8,Benign neoplasm of the pancreas,4,12,11,10,11,9,17,25,23,29,7.959407024176699e-5,2.388012178862112e-4,2.1890111639569362e-4,1.990128960356631e-4,2.1892289933527048e-4,1.7912943096550762e-4,3.3837579617834393e-4,4.976213698521069e-4,4.578116602639384e-4,5.772752607691695e-4,7.252742057488653,Neoplasms
phecode_663-1,Pemphigus,4,5,12,11,5,9,9,9,12,29,7.960199004975125e-5,9.951436987500996e-5,2.388344877000239e-4,2.1894032880856654e-4,9.951833127662116e-5,1.7913656177225771e-4,1.7916152406736473e-4,1.791650906774431e-4,2.3889154323936931e-4,5.773442166036233e-4,7.2528867210830175,Derm
phecode_337-3,Toxic neuropathy,15,27,24,35,27,29,34,38,66,109,2.98513403251806e-4,5.373562074593003e-4,4.77678482574687e-4,6.966421846698912e-4,5.374203821656051e-4,5.772407890284441e-4,6.767920058920716e-4,7.564447098636408e-4,0.0013139034878165313,0.002170061120070079,7.2695600814934265,Neuro
phecode_550-4,Cholesterolosis of gallbladder,56,76,103,117,128,145,183,198,237,407,0.0011152712499004221,0.0015136125550178248,0.002051425043318927,0.0023304451747833883,0.0025496484273848175,0.002888446215139442,0.003645636193398012,0.0039445374133397085,0.0047216798820576165,0.008109185096632795,7.271042894145106,GI
phecode_361-3,Ptosis of eyelid,117,147,177,179,208,257,357,429,488,853,0.002335655680434392,0.0029346003353828954,0.0035335689045936395,0.0035736389227175626,0.004152857085812403,0.005131174380066286,0.007128167242377653,0.00856629392971246,0.009744992711224714,0.017034448327508736,7.293218974956369,Eye
phecode_360-2,Chalazion,205,428,562,580,708,818,855,1021,1056,1497,0.004141999878770735,0.008648386510133565,0.011356517873380888,0.011720249762563906,0.01430765499959583,0.01653092981427965,0.017279010549290652,0.020634599838318512,0.02134411318847903,0.03025892911284943,7.305391115035399,Eye
phecode_369-5,Hereditary corneal dystrophies,41,74,86,82,98,127,158,145,199,300,8.166191965263808e-4,0.0014739274190335816,0.0017129767951399263,0.00163333598916421,0.001952113461615075,0.0025298804780876493,0.0031475984620594854,0.002888906598661141,0.0039650912568741535,0.005977881837202352,7.320280814644353,Eye
phecode_507,Lesions of mouth,527,621,789,1037,1118,1425,1527,1805,2358,3867,0.010742605540493711,0.012659260014269697,0.01608431524442451,0.02114212318293951,0.02279539198695076,0.029054949536140278,0.031138481616672445,0.03680818956727436,0.0480851584485501,0.07886042907251815,7.340903356756211,GI
phecode_095,Sequela of infection,97,96,105,143,134,166,182,248,372,712,0.0019447061889773251,0.0019247348477254044,0.0021053053695312186,0.002867512883755439,0.002687255590093252,0.0033290550296807314,0.0036500742048052627,0.004973926995587645,0.007460890493381468,0.014280556781258774,7.3432978524990355,ID
phecode_169-11,Immune thrombocytopenic purpura [ITP],32,32,33,50,53,41,52,73,82,235,6.373359357884045e-4,6.373613241181509e-4,6.573181419807187e-4,9.959564169471943e-4,0.0010557768924302788,8.167330677290837e-4,0.0010359184811841345,0.0014543281203307102,0.001633693941386249,0.004682300902588216,7.346676438064117,Blood
phecode_052-31,Varicella [chickenpox],17,38,53,55,54,70,63,71,90,125,3.430393284500676e-4,7.667937930060334e-4,0.0010695834678721343,0.0011099899091826437,0.0010898302690266202,0.0014128569986880614,0.0012715969643145486,0.001433156375527341,0.0018167504390480228,0.002523468254769355,7.356206841270878,ID
phecode_718,Back pain,2232,4347,5818,6974,8046,8936,10087,11300,13002,16424,0.06379694735036871,0.1242603550295858,0.1663236134934248,0.19939957112223017,0.23005661348430262,0.2555040887516441,0.2884142505861497,0.3231156353654352,0.37184693702453814,0.4697268697268697,7.362842412304778,Musc/Skel
phecode_070,Candidiasis,1003,1126,1308,1559,1894,2219,2766,3483,4399,7387,0.021533309001910732,0.024174502984241487,0.028084338901533043,0.033475049385897106,0.04066821265996736,0.04764972406536537,0.059399561912124726,0.07479866852786428,0.09447618229457498,0.15865549828178693,7.3679107223004525,ID
phecode_124-7,Chronic myeloproliferative disease,16,26,29,26,32,36,49,44,58,118,3.184586600851877e-4,5.17515923566879e-4,5.772637697314728e-4,5.175571303447727e-4,6.37069480390205e-4,7.167174341515857e-4,9.755320631507694e-4,8.760228562327035e-4,0.0011547574013976547,0.0023494743548900924,7.377643158649251,Neoplasms
phecode_438-4,Arterial dissection,28,33,31,35,61,54,73,106,114,207,5.573359342343597e-4,6.568863586599519e-4,6.17124201222304e-4,6.967531304122788e-4,0.0012143653448001275,0.001075011944577162,0.0014533436859184934,0.002110502737680438,0.0022698311564192416,0.00412169965353829,7.395359603361077,Cardio
phecode_431-12,Hemorrhagic stroke,116,157,187,227,235,300,341,398,515,858,0.00231523062491268,0.0031336699866270135,0.0037326094333220224,0.004531119006746776,0.004691086934823834,0.005988860719062543,0.006807746057097225,0.007946015013576106,0.010282109130113602,0.017131903677968133,7.399653189458943,Cardio
phecode_375-12,Angle-Closure Glaucoma,83,84,115,122,165,187,223,239,279,614,0.001652892561983471,0.0016728402437567213,0.002290380402310297,0.002429891650732951,0.003286459785682986,0.0037247286126879794,0.004442054101430222,0.004760861337423557,0.005557990358181601,0.012232294053192549,7.400537902181492,Eye
phecode_674-23,Acanthosis nigricans,5,13,13,15,15,25,24,20,24,37,9.950842836388242e-5,2.58732212160414e-4,2.5875281144881673e-4,2.985668789808917e-4,2.9857876507822763e-4,4.976411808029938e-4,4.777640641796393e-4,3.981446459498736e-4,4.778021102926538e-4,7.366409174165804e-4,7.402799235486183,Derm
phecode_394-1,Meniere disease,65,60,94,98,112,119,156,216,267,481,0.0012988310520531522,0.001198992846009352,0.0018784596630762776,0.001958394116824204,0.0022381647049419476,0.00237824010232428,0.003117942158175604,0.0043172369683402625,0.005336797921247252,0.009615000199896055,7.40281053851997,Hearing
phecode_367-21,Corneal ulcer,35,55,72,64,84,103,90,116,130,261,6.982265046781176e-4,0.0010972568578553616,0.0014364376346660283,0.001276884402058976,0.0016759442149997007,0.0020550678371907423,0.0017957978330706147,0.0023147686229122184,0.002594292556375973,0.005208957011136391,7.460268231349539,Eye
phecode_503-5,Periapical abscess,200,318,372,392,501,609,674,799,893,1493,0.004036326942482341,0.006417889362045652,0.00750802268553091,0.007912158889068302,0.010112427588155743,0.01229260021799685,0.013604892916977857,0.016128706675548558,0.018027657212072272,0.03014334746618211,7.468014334746618,GI
phecode_214,Ovarian dysfunction,17,24,27,36,35,43,48,53,69,127,6.246096189881324e-4,8.818990225619166e-4,9.92172858560247e-4,0.0013229457592238718,0.0012863863569538372,0.0015806499044258198,0.0017645761341077862,0.001948529411764706,0.0025369512464151777,0.004669632680075008,7.476081920800089,Endo
phecode_200-4,Thyroiditis,42,24,38,41,49,81,95,114,140,314,8.381560566753143e-4,4.78955876189906e-4,7.583922085179419e-4,8.18281608621894e-4,9.780048700650673e-4,0.0016167664670658684,0.0018962832847618668,0.002275676215191137,0.0027947458777498302,0.006268340885952129,7.478727661787171,Endo
phecode_589-1,Membranous glomerulonephritis,6,6,5,5,7,6,4,12,16,45,1.1941011403665891e-4,1.1941724385001195e-4,9.951833127662116e-5,9.951833127662116e-5,1.393312101910828e-4,1.1943388339271852e-4,7.962417389919579e-5,2.3887727679904448e-4,3.1850937611975955e-4,8.958611216181243e-4,7.502388962990982,Genitourinary
phecode_416-6,Long QT syndrome,4,6,9,6,9,15,20,7,19,30,7.959723797584224e-5,1.1940298507462687e-4,1.791080419510836e-4,1.1941011403665891e-4,1.7911517105498835e-4,2.985490516091794e-4,3.980891719745223e-4,1.3933675703650623e-4,3.7819976909908836e-4,5.972050802245491e-4,7.502836724131066,Cardio
phecode_324-5,Myoclonus,18,11,11,27,26,31,40,41,61,135,3.5827312354451543e-4,2.1894904458598727e-4,2.1895776105736693e-4,5.374738727978501e-4,5.175880397348357e-4,6.171364867017041e-4,7.96352704612873e-4,8.163102775454944e-4,0.0012145587766804716,0.002688064991438015,7.502837401935406,Neuro
phecode_522-6,Eosinophilic gastroenteritis and colitis,4,6,2,8,9,16,16,22,19,30,7.95924864692773e-5,1.1939585696376336e-4,3.9800202981035204e-5,1.592071484009632e-4,1.7911160643209679e-4,3.184459836000318e-4,3.184586600851877e-4,4.3791552211473386e-4,3.7819976909908836e-4,5.971813042439685e-4,7.50298590652122,GI
phecode_101,Malignant neoplasm of the digestive organs,488,701,869,1001,1145,1309,1580,2020,2761,3661,0.009790939368404156,0.014065008025682182,0.017436494241341947,0.020086284739640813,0.022976742319346617,0.026268788505147397,0.03170780654224363,0.04054026933188833,0.05541283667161723,0.07348159447633576,7.505060721085097,Neoplasms
phecode_807,Malaise and fatigue,1669,2449,3143,3903,4552,5141,6063,7155,8917,12521,0.03677507491627005,0.053964126746287075,0.06925958572058176,0.08601084225836308,0.10031513762478789,0.11330776690469893,0.13362866966411002,0.15771028037383178,0.19656555859271668,0.2760179000507021,7.505570027502135,Signs/Symptoms
phecode_247-72,Iron deficiency,1002,1311,1433,1574,1707,1973,2381,2938,3915,7520,0.020607955246596192,0.026965321485869432,0.029475286422444825,0.03237617245351325,0.035113341835685194,0.04058752134290593,0.0489826986771997,0.06044396897566194,0.08054561165288236,0.15472295948809744,7.507923888453367,Metab
phecode_529-5,Constipation,1544,2337,2448,2954,3572,4087,4976,5836,7663,11645,0.032047157475248556,0.04851063829787234,0.05081684761173271,0.06132574892565758,0.0741586563414786,0.08485414720232534,0.10331582334987438,0.1211718539127546,0.1591121446813812,0.24180319358790672,7.545230611315905,GI
phecode_374-21,Retinoschisis,11,25,37,40,42,48,45,62,64,83,2.1897083706579079e-4,4.976808074373419e-4,7.365822583213888e-4,7.96352704612873e-4,8.361869873377399e-4,9.556993529118965e-4,8.959859827970692e-4,0.0012345433185320881,0.0012744434266597634,0.0016529254789500935,7.548610130459814,Eye
phecode_674,Disorders of pigmentation,286,533,716,798,904,988,1150,1288,1549,2158,0.005769502329991325,0.010753122036839025,0.01444596884835768,0.016100720295381635,0.01823978047697833,0.019935029559532698,0.02320466514659295,0.025990798288804583,0.03125819796186056,0.04355196770938446,7.54865241720943,Derm
phecode_366-4,Vascular abnormalities of conjunctiva,56,92,118,134,154,177,196,236,275,423,0.0011180545850220617,0.0018369139845060298,0.002356182983566622,0.0026758257118894525,0.0030753255052320475,0.0035347685425570156,0.0039142851436902125,0.004713118846484133,0.005492091388400703,0.00844834128902115,7.556286966842899,Eye
phecode_546-2,Abscess of liver,14,16,16,28,26,35,47,47,65,106,2.7864023565002784e-4,3.1846499870623595e-4,3.184713375796178e-4,5.573692172943706e-4,5.175777361946093e-4,6.967808723696522e-4,9.357144279201258e-4,9.357144279201258e-4,0.0012940989089750736,0.002110502737680438,7.5742928251439965,GI
phecode_680-2,Keratoderma,7,8,14,14,9,20,27,37,30,53,1.3934230432359265e-4,1.5925785837994945e-4,2.7871234894786087e-4,2.787289957792466e-4,1.7919719655941382e-4,3.9823978017164137e-4,5.376344086021505e-4,7.367582636399841e-4,5.973953562467641e-4,0.0010554615154834213,7.574594955975021,Derm
phecode_375-1,Glaucoma,461,678,758,1008,1120,1301,1486,1722,1981,3497,0.009276960537701487,0.013644047331562425,0.01525488538710781,0.02028740490278952,0.02254201469256315,0.0261854923114081,0.029910229056801255,0.03466113806082808,0.03987921489682939,0.0704018360444516,7.5888903222493145,Eye
phecode_556-8,Nonspecific abnormal findings in stool contents,694,962,1223,1513,1777,2031,2410,2889,3450,5270,0.014132980348233378,0.019592268996558113,0.024908350305498983,0.030815291553799466,0.03619586914897951,0.04137046014706781,0.04909350173151355,0.05885588558855886,0.07028480625840362,0.10736915021494203,7.597063575367044,GI
phecode_100-2,Malignant neoplasm of the oropharynx,18,12,20,26,28,50,39,44,60,137,3.5828025477707004e-4,2.388630120625821e-4,3.981287946650742e-4,5.175777361946093e-4,5.573914082095792e-4,9.954408807660914e-4,7.764748043880782e-4,8.760228562327035e-4,0.001194647977062759,0.002728051136024214,7.614293837436473,Neoplasms
phecode_390,Disorders of external ear,1631,4192,5424,6332,6977,7551,8297,9022,10248,12430,0.037850131117866836,0.09728701060595511,0.1258848376540488,0.14696871228298208,0.161943225866351,0.1752704145582842,0.19260411346859185,0.2094486360998259,0.23792719167904902,0.2885999535639656,7.624807234227372,Hearing
phecode_660-7,Pilonidal cyst,28,29,32,30,42,52,57,82,108,214,5.589157035351418e-4,5.789232028427125e-4,6.388245628044398e-4,5.989099838294305e-4,8.384907167099221e-4,0.0010382142714531006,0.0011380425667851296,0.001637282111694587,0.0021564634000239605,0.004273248267736975,7.645604231029259,Derm
phecode_423-1,Cardiac murmurs,180,215,267,325,387,453,502,711,876,1378,0.003621147501408224,0.004325607596974087,0.005372125309349912,0.006539103840968994,0.0077867203219315895,0.009115054931788,0.010101213352918687,0.014307562281160703,0.017628592127505432,0.0277330542585735,7.658637006028731,Cardio
phecode_710-1,Acquired deformities of the forearm and hand,6,7,9,9,8,15,15,16,19,46,1.1942437451483848e-4,1.3933675703650623e-4,1.7915439127319055e-4,1.7916152406736473e-4,1.5925785837994945e-4,2.9862631893290864e-4,2.9863820976347856e-4,3.185601083104368e-4,3.782976605276257e-4,9.159332563418422e-4,7.669567121978416,Musc/Skel
phecode_472,"Diseases of vocal cords and larynx, not elsewhere classified",94,143,153,163,194,205,259,311,364,721,0.0018773341854566516,0.0028561156826715666,0.003055966124715376,0.0032558325343560244,0.003875349580503396,0.004095249510567741,0.0051741015242623405,0.006213413781391725,0.007272581966394278,0.014405594405594406,7.673431037048059,Resp
phecode_377-4,Retinal hemorrhage,52,63,108,131,141,171,208,229,271,401,0.001036434664753249,0.0012556804592202821,0.002152637978114847,0.0026111221845724537,0.002810612554069408,0.0034089549858458594,0.0041468131342331386,0.004565572789983652,0.005403142196347396,0.00799537424731826,7.714306091085609,Eye
phecode_716,Intervertebral disc disorder,689,814,919,1080,1296,1612,1892,2349,3166,5338,0.014191847411893138,0.01676760186215136,0.018930498908251967,0.02224694104560623,0.026697429136453527,0.03320835565077665,0.038978162340337866,0.048395071902426964,0.0652353086623259,0.1099983514671942,7.75081272188797,Musc/Skel
phecode_373-2,Choroidal degenerations,4,4,6,9,12,5,10,8,18,31,7.960674269110593e-5,7.960991143397353e-5,1.194148671509603e-4,1.7913656177225771e-4,2.3885825752901132e-4,9.952823616059877e-5,1.990683600748497e-4,1.5926102882624622e-4,3.5835158271949036e-4,6.17185633511189e-4,7.7529316317591785,Eye
phecode_522-61,Eosinophilic esophagitis,4,7,0,6,7,16,14,24,16,31,7.95924864692773e-5,1.392951664577239e-4,0,1.194053613007224e-4,1.3930902722496418e-4,3.184396457358941e-4,2.7864578150190074e-4,4.7771651505802264e-4,3.184840160834428e-4,6.170873477187674e-4,7.753085436738593,GI
phecode_614-54,Abscess or ulceration of vulva,33,53,55,69,64,93,120,132,142,256,0.001211943148848654,0.001946668625578491,0.002020276226858654,0.002534621459795026,0.0023514715067788515,0.0034171075837742503,0.004409495112809583,0.00485097938333762,0.0052188614061523765,0.009409343183739479,7.763848653031585,Genitourinary
phecode_160,Nutritional anemias,987,1331,1376,1563,1753,1899,2396,2896,4035,7683,0.020342546219006986,0.027433683038934807,0.028362362156034215,0.032218832453825855,0.03613762394607186,0.039147374713970604,0.0493949326901272,0.05970395415000206,0.08319759170292171,0.15841563743582343,7.7874045721871505,Blood
phecode_396,Hearing impairment,1463,2313,3125,3908,4427,5315,6220,7248,8469,11408,0.031129646573185524,0.04922009661013342,0.06650351138540114,0.08316663119812726,0.09422356546909587,0.113123616550315,0.13239394648900618,0.15428170033419186,0.18027203644181441,0.2428422419481874,7.800995792781246,Hearing
phecode_084,Parasites,62,102,144,163,175,217,244,300,324,485,0.001249470990104996,0.0020556227327690447,0.0029021725986537144,0.0032852305707836184,0.003527159125264537,0.004373853627073549,0.004918363233219109,0.0060478993629546,0.0065317313119909685,0.009778422952075646,7.826050408144284,ID
phecode_581-3,Obstructive and reflux uropathy,206,326,339,444,534,604,743,780,987,1616,0.004116706634692246,0.006514918363676333,0.006774851113154003,0.008873433659092272,0.010672742535076149,0.012072273744803326,0.014851089346392165,0.015591892216047655,0.01973092377506347,0.03230643129885448,7.847639913566399,Genitourinary
phecode_713,Symptoms related to joints,2707,5878,8485,10172,11572,12827,14138,15760,17424,21290,0.07404874579423913,0.16080319527274717,0.23213504049026046,0.2782960794506306,0.31662471270657766,0.35098232364691073,0.3868866814437786,0.4312963520429107,0.47687339208495266,0.5827129406612656,7.869315467954889,Musc/Skel
phecode_363-7,Stenosis and insufficiency of lacrimal passages,62,78,100,102,139,163,218,276,312,489,0.0012367843606622781,0.0015560476389969477,0.0019949726688744365,0.0020350751182139225,0.002773454647033002,0.003252389408783447,0.0043502554278416344,0.005507882658152065,0.006226302135302335,0.009758920731220564,7.8905596170336585,Eye
phecode_430,Nontraumatic Intracranial hemorrhage,145,183,240,290,310,375,420,537,699,1144,0.0028949627647892667,0.0036537156091522582,0.004791949524798339,0.005790850456279079,0.006190219453263843,0.00748891640372249,0.00838775387933617,0.010724985020970641,0.013961013022289685,0.022849838213558103,7.89296445932748,Cardio
phecode_581-33,Stricture or kinking of ureter,47,63,81,73,100,127,140,154,182,371,9.364415222155808e-4,0.001255330171761049,0.001614028096044635,0.001454704874257702,0.001992786114266356,0.0025308383651182717,0.002790067360197696,0.0030691964285714285,0.0036273767289831385,0.007394562704297217,7.89644898146122,Genitourinary
phecode_709-22,Hallux rigidus,87,126,116,151,210,245,283,379,427,687,0.0017396868563658542,0.002519697636283646,0.00231976802319768,0.0030198188108713476,0.0042,0.004900098001960039,0.005660679281513782,0.007581061348588803,0.008541708341668333,0.013743298391613987,7.899869072025562,Musc/Skel
phecode_488,Abnormalities of breathing,2361,3007,3917,4712,5392,6564,7797,9556,12213,18686,0.051750213707998156,0.0659111832010872,0.08586334641267893,0.10329029571012079,0.11820413889863206,0.14390003288391975,0.17093436225720174,0.20950627027975094,0.2677819680757762,0.4097447592316463,7.917740427965016,Resp
phecode_664,Papulosquamous disorders,162,318,373,456,513,508,633,714,839,1284,0.003265339030879626,0.00641025641025641,0.007518948556684406,0.009192251093595663,0.010341699425461143,0.010241109587936456,0.012762096774193548,0.014395741763780797,0.016917369036577007,0.02589179488213587,7.929282269706943,Derm
phecode_112,Malignant neoplasm of other and ill-defined sites,1223,1668,2047,2626,2948,3314,3824,4653,5918,9707,0.02486985521392549,0.03392036442022207,0.041629382575449445,0.053405462569400666,0.05995769606247966,0.06740293286147213,0.07778048978927671,0.09464434635803348,0.12037997599723357,0.19746933295359764,7.940107863717185,Neoplasms
phecode_679-21,Pallor,39,38,49,67,67,73,86,102,149,310,7.766758274584777e-4,7.568364237487303e-4,9.759789666573716e-4,0.001334528433422966,0.001334528433422966,0.0014540963687429038,0.0017131815374808264,0.002031993943861187,0.0029684822887197674,0.006176036976531059,7.951885147167451,Derm
phecode_552-2,Obstruction of bile duct,68,76,104,114,136,154,186,238,362,541,0.0013544467682501742,0.0015138537537597355,0.002071671879046234,0.0022708710981852952,0.0027093792334050523,0.0030680346648072516,0.0037056221859186355,0.004742263932890988,0.007213310750224171,0.01078032839151921,7.959211572003264,GI
phecode_350,Other symptoms involving nervous system,1082,1536,1601,1828,2185,2612,3099,3816,5072,8624,0.022157147830360616,0.03145478374836173,0.032786549527963796,0.03743676913309713,0.04475166410650282,0.05350047109909467,0.0634780827529701,0.07816788889344094,0.10389823217321835,0.17667786609850036,7.9738541914862004,Neuro
phecode_712-1,Loose body in joint,44,60,72,72,105,90,122,154,201,351,8.772454492892318e-4,0.001196267644947763,0.0014355211739373157,0.0014356642938326255,0.0020938023450586263,0.0017948308870453095,0.0024330900243309003,0.0030712775716963824,0.004008935338465834,0.00700081775933941,7.980454917163336,Musc/Skel
phecode_423,Abnormal cardiac sounds,202,238,310,388,469,530,606,815,1044,1614,0.00406544971521726,0.0047903709518346315,0.0062400611928581495,0.007810141105899877,0.009440608707904748,0.010669136001288349,0.012199049842982528,0.01640697346700487,0.021017877274923498,0.0324970804977248,7.993477419259665,Cardio
phecode_137-5,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",3,8,13,12,17,13,13,24,18,24,5.9701492537313435e-5,1.5921348538221186e-4,2.58732212160414e-4,2.388344877000239e-4,3.3836232634051194e-4,2.587579617834395e-4,2.587682630677973e-4,4.777355335708741e-4,3.583087825463811e-4,4.7778308647873863e-4,8.002866698518872,Neoplasms
phecode_209-21,Diabetes insipidus,7,4,3,5,2,6,13,14,13,56,1.393312101910828e-4,7.961941917633711e-5,5.9715753015645525e-5,9.952823616059877e-5,3.9812879466507416e-5,1.1944339378496208e-4,2.5880432402301367e-4,2.7871234894786087e-4,2.5883008800222995e-4,0.001115049181633547,8.0028672693242,Endo
phecode_380-22,Optic disc drusen,3,13,11,17,17,24,8,22,21,24,5.970743357548015e-5,0.00025874251139462214,2.1894032880856654e-4,3.383825314994327e-4,3.3838926708865797e-4,4.777450433951748e-4,1.5925785837994945e-4,4.3798526776826595e-4,4.1808516992175836e-4,4.7784967645594825e-4,8.003185664509706,Eye
phecode_168-3,Hereditary deficiency of other clotting factors,20,12,16,21,17,15,35,35,42,160,3.9821599235425297e-4,2.389343527865719e-4,3.1858548046672774e-4,4.1815176918022344e-4,3.3854425968336154e-4,2.987214720994145e-4,6.970306494334137e-4,6.970584134950509e-4,8.365200764818356e-4,0.003187060534231022,8.003346413560942,Blood
phecode_200-3,Thyrotoxicosis [hyperthyroidism],155,169,214,276,337,375,423,534,618,1243,0.0031176458756562143,0.0033995132058012995,0.004304968819151076,0.005552314470216661,0.006779592822080953,0.007544360841749487,0.008510552682936644,0.01074446680080483,0.012435358271123005,0.02501157011489627,8.022582138079342,Endo
phecode_526-11,Intestinal e.coli,39,88,135,151,167,196,200,196,259,313,7.776049766718507e-4,0.0017546658159196043,0.0026920315865039484,0.003011087181941453,0.0033303420081762887,0.003908664871871572,0.003988831272437176,0.003909210578802505,0.005165948619754269,0.006243143512516206,8.028682557095841,GI
phecode_352-3,Parageusia*,37,48,74,88,126,127,143,168,211,297,7.370811586118968e-4,9.562324441699703e-4,0.001474309166616859,0.0017533373181908747,0.0025105102711749584,0.0025304853749900376,0.0028494002311401584,0.0033477472450829963,0.004204862495017936,0.005918928614133684,8.030226447899533,Neuro
phecode_708-1,Primary osteoarthritis,998,1219,1607,1973,2283,2641,3371,4079,5290,8022,0.02061387202048994,0.025180227634215364,0.03319836383919349,0.04075940999049705,0.04716454911682678,0.054561606478803405,0.06964588240155366,0.08427685950413223,0.10929752066115703,0.16576092571546647,8.041231921431455,Musc/Skel
phecode_627,Menopausal and postmenopausal disorders,1052,1492,1649,2000,2436,3036,3736,4768,6035,8457,0.05344985265725028,0.075820713487143,0.08380342531890024,0.10164667615368977,0.1238245310832105,0.1543388744852829,0.1899628819850511,0.24244889657276517,0.3069372393449293,0.43011901129081476,8.047150551545453,Genitourinary
phecode_530-1,Anal fissure,183,260,270,418,449,522,591,756,912,1473,0.003713775468788051,0.005276509386098427,0.005479896896754683,0.008484036615315918,0.009113790443713717,0.010595757637267837,0.011997076854370509,0.01534651455482928,0.018513631473173503,0.02990498619457528,8.052448632370993,GI
phecode_180,Other disorders involving the immune mechanism,129,152,161,200,235,280,342,393,494,1039,0.002570130698119222,0.003028431392082246,0.0032080020722497857,0.0039851751484477746,0.004682674105808508,0.005579578741804994,0.006815192698577179,0.00783211766112639,0.009845148175458876,0.02070834911207223,8.057313632814957,Blood
phecode_164-1,Microcytic anemia,872,1214,1273,1417,1571,1743,2160,2662,3608,7031,0.01790480883741941,0.02492864329863036,0.02614124073351541,0.029098899293576473,0.03226336434395088,0.03579569958720966,0.04436229205175601,0.05467354022469141,0.07410602419537042,0.1444270983114909,8.066385942621823,Blood
phecode_514,Gastrointestinal obstruction,327,474,573,664,825,949,1171,1249,1570,2640,0.0065510056895584584,0.009495953201378315,0.011480205161083506,0.01330368055138146,0.016530415965376292,0.019015368585569157,0.02346411253155933,0.025028053863417762,0.03146229534478267,0.05290899252460068,8.076468718220083,GI
phecode_723,Enthesopathy/Enthesitis/Tendinopathy,1447,3000,3990,4873,5432,6043,6731,7618,8923,11692,0.033406441186655894,0.06926326968808441,0.0921286568611605,0.11252742177577647,0.12543875854424533,0.13955475497667544,0.15545034642032332,0.17593939813852513,0.20608342186706083,0.2700480413895048,8.083711757281547,Musc/Skel
phecode_330-3,Convulsions,181,192,263,314,299,327,429,542,667,1463,0.0036267457470895866,0.0038472327976596,0.005270118627765309,0.006292711276779094,0.005992584427297325,0.0065541569790748015,0.008598917618761274,0.010863900581278813,0.013369680691134318,0.029327453142227122,8.086437590989663,Neuro
phecode_510-1,Achalasia of cardia,11,19,14,19,12,27,21,32,40,89,2.1896647822278843e-4,3.782374136523799e-4,2.787012521649115e-4,3.782374136523799e-4,2.3889629909816648e-4,5.375594799609772e-4,4.181184668989547e-4,6.371709609334555e-4,7.965271416623521e-4,0.00177234347618289,8.09413153359306,GI
phecode_100,Malignant neoplasm of the head and neck,77,118,135,135,204,186,223,267,314,623,0.0015356081606605109,0.002353457388460081,0.0026925148088314485,0.0026926759214935376,0.00406925716109471,0.00371027906883964,0.004448434071414323,0.005326470764258783,0.0062644641289601784,0.012429423617899966,8.094137512628025,Neoplasms
phecode_160-1,Iron deficiency anemia,869,1208,1278,1416,1578,1727,2168,2660,3600,7032,0.017842843356672074,0.02480441880043531,0.026242838661984846,0.029078363725973385,0.03240645664763626,0.035467838659328024,0.04452659683713288,0.05463358527768649,0.07394170928584633,0.14444467267834768,8.095384227219295,Blood
phecode_460-1,Acute upper respiratory infection,1735,3658,5191,6079,6981,7707,8655,9691,11085,14044,0.04612398979157805,0.0972484381230892,0.13801079414032383,0.1616454383492435,0.18564020741922616,0.20495160089352196,0.23018004840296802,0.2577530719719134,0.29484519629747846,0.3735503776997553,8.0988305519043209,Resp
phecode_979-7,Bone marrow transplant,9,5,6,8,5,9,10,18,13,73,1.790902216738966e-4,9.950248756218905e-5,1.1941249054651117e-4,1.592166540620149e-4,9.95123892924669e-5,1.7914012738853502e-4,1.9904854794084277e-4,3.5829451809387314e-4,2.587682630677973e-4,0.001453199028546403,8.114340442285659,Stat
phecode_679,Skin symptoms,2076,4264,5663,7000,7933,8817,9760,11226,13008,16846,0.049325223341570044,0.10132116718943067,0.13458019439625465,0.16636167027116952,0.18853978515067973,0.20956432866684097,0.2319777529532004,0.2668346366856029,0.3092063039292591,0.4004468955025197,8.118501415178251,Derm
phecode_809,Pain,2255,4342,5912,7044,7983,9182,10329,11753,13740,18301,0.0531739294472741,0.10239117106069896,0.13942080935760778,0.16613207547169812,0.1882916244073873,0.21658214412076895,0.24363722137044463,0.2772391668435827,0.3241406968789073,0.43174955175993207,8.119572058108735,Signs/Symptoms
phecode_377,Hemorrhage of the eye,368,672,887,1095,1164,1397,1595,1858,2162,2991,0.007451353595075627,0.013607370659107016,0.017961283006641827,0.02217586779537446,0.023574206092028517,0.02829367088607595,0.03230510602961133,0.03763190407712717,0.04379000243052743,0.06058457736636351,8.130680767371182,Eye
